1792467,-0.917,0.733,9.321,-0.050,-0.003,-0.021,1790,0,0

1792487,-0.907,0.857,9.359,-0.018,0.002,-0.011,1789,0,0

1792507,-0.907,0.955,9.366,-0.008,-0.013,-0.003,1789,0,0

1792527,-0.888,1.037,9.266,-0.038,-0.021,-0.004,1789,0,0

1792547,-0.888,1.006,9.261,-0.091,-0.009,-0.012,1789,0,0

1792567,-0.905,0.953,9.258,-0.072,0.009,-0.013,1789,0,0

1792587,-0.984,1.020,9.328,-0.051,0.017,-0.004,1789,0,0

1792607,-1.087,1.032,9.337,-0.061,0.022,0.012,1789,0,0

1792627,-1.185,1.001,9.388,-0.087,0.010,0.007,1789,0,0

1792647,-1.190,0.857,9.436,-0.116,-0.002,0.002,1789,0,0

1792667,-1.147,0.685,9.503,-0.099,-0.024,0.009,1789,0,0

1792687,-1.056,0.666,9.371,-0.043,-0.022,0.016,1790,0,0

1792707,-0.972,0.706,9.290,-0.064,-0.005,0.000,1789,0,0

1792727,-0.907,0.666,9.304,-0.070,-0.006,-0.014,1789,0,0

1792747,-0.953,0.687,9.333,-0.042,-0.009,-0.025,1789,0,0

1792767,-0.991,0.761,9.373,-0.052,-0.008,-0.031,1789,0,0

1792787,-0.989,0.769,9.364,-0.052,-0.011,-0.026,1790,0,0

1792807,-0.958,0.905,9.278,-0.024,0.001,-0.034,1789,0,0

1792827,-0.936,1.073,9.294,-0.033,0.021,-0.037,1789,0,0

1792847,-0.893,1.180,9.333,-0.080,0.008,-0.038,1789,0,0

1792867,-0.857,1.128,9.366,-0.079,-0.009,-0.019,1789,0,0

1792887,-0.836,1.097,9.390,-0.065,-0.005,0.005,1788,0,0

1792907,-0.915,1.099,9.333,-0.062,0.014,0.027,1790,0,0

1792927,-0.962,0.986,9.352,-0.087,0.027,0.035,1789,0,0

1792947,-1.003,0.807,9.419,-0.064,0.019,0.039,1788,0,0

1792967,-1.063,0.781,9.412,-0.069,-0.004,0.029,1789,0,0

1792987,-1.073,0.721,9.354,-0.093,-0.015,0.017,1789,0,0

1793007,-1.077,0.625,9.407,-0.102,-0.018,0.010,1790,0,0

1793027,-1.034,0.596,9.309,-0.059,-0.006,-0.000,1789,0,0

1793047,-0.929,0.618,9.275,-0.048,0.002,-0.022,1788,0,0

1793067,-0.886,0.742,9.294,-0.070,0.014,-0.045,1788,0,0

1793087,-0.833,0.795,9.347,-0.085,0.019,-0.049,1789,0,0

1793107,-0.879,0.809,9.390,-0.063,0.016,-0.038,1790,0,0

1793127,-0.919,0.867,9.452,-0.027,0.023,-0.025,1789,0,0

1793147,-0.979,0.919,9.424,-0.030,0.027,-0.024,1789,0,0

1793167,-0.960,1.020,9.390,-0.080,0.008,-0.034,1790,0,0

1793187,-0.910,0.972,9.416,-0.083,-0.006,-0.028,1790,0,0

1793207,-0.869,1.003,9.306,-0.041,-0.006,-0.003,1790,0,0

1793227,-0.869,1.132,9.163,-0.015,0.014,0.016,1789,0,0

1793247,-0.876,1.101,9.184,-0.063,0.037,0.030,1791,0,0

1793267,-0.903,0.871,9.416,-0.074,0.050,0.042,1791,0,0

1793287,-0.967,0.728,9.531,-0.046,0.037,0.038,1791,0,0

1793307,-1.063,0.776,9.562,-0.036,0.027,0.022,1791,0,0

1793327,-1.142,0.795,9.562,-0.063,-0.002,0.008,1791,0,0

1793347,-1.159,0.874,9.390,-0.081,-0.037,-0.009,1790,0,0

1793367,-1.125,0.898,9.196,-0.117,-0.043,-0.019,1791,0,0

1793387,-1.015,0.725,9.206,-0.092,0.003,-0.008,1791,0,0

1793407,-0.893,0.680,9.266,-0.035,0.035,-0.009,1790,0,0

1793427,-0.850,0.706,9.278,-0.037,0.028,-0.016,1791,0,0

1793447,-0.828,0.675,9.299,-0.081,0.020,-0.028,1791,0,0

1793467,-0.836,0.673,9.340,-0.047,0.051,-0.030,1791,0,0

1793487,-0.893,0.819,9.407,-0.003,0.071,-0.024,1791,0,0

1793507,-0.936,0.967,9.457,0.001,0.059,-0.017,1791,0,0

1793527,-0.941,1.020,9.455,-0.036,0.037,-0.029,1791,0,0

1793547,-0.972,1.085,9.436,-0.074,0.011,-0.042,1791,0,0

1793567,-0.979,1.168,9.388,-0.095,-0.003,-0.034,1791,0,0

1793587,-0.960,1.125,9.297,-0.065,0.004,0.003,1792,0,0

1793607,-0.936,1.099,9.196,-0.026,0.027,0.039,1791,0,0

1793627,-0.934,0.991,9.280,-0.027,0.038,0.054,1791,0,0

1793647,-0.967,0.809,9.400,-0.058,0.025,0.042,1791,0,0

1793667,-1.053,0.620,9.493,-0.052,0.014,0.021,1791,0,0

1793687,-1.159,0.773,9.433,-0.027,0.005,-0.010,1791,0,0

1793707,-1.247,0.857,9.421,-0.097,-0.008,-0.034,1791,0,0

1793727,-1.192,0.713,9.419,-0.115,-0.025,-0.038,1792,0,0

1793747,-1.063,0.687,9.347,-0.031,-0.012,-0.025,1791,0,0

1793767,-0.967,0.816,9.249,-0.010,0.001,-0.025,1792,0,0

1793787,-0.905,0.848,9.285,-0.066,0.014,-0.055,1791,0,0

1793807,-0.845,0.845,9.426,-0.100,0.006,-0.075,1791,0,0

1793827,-0.778,0.893,9.395,-0.087,-0.003,-0.066,1791,0,0

1793847,-0.769,0.989,9.342,-0.040,0.007,-0.039,1791,0,0

1793867,-0.871,1.092,9.304,-0.030,0.025,-0.024,1791,0,0

1793887,-0.982,1.192,9.306,-0.069,0.016,-0.025,1791,0,0

1793907,-0.991,1.118,9.335,-0.096,0.015,-0.015,1792,0,0

1793927,-0.991,0.922,9.364,-0.065,0.016,0.012,1791,0,0

1793947,-0.962,0.826,9.354,-0.007,0.023,0.029,1791,0,0

1793967,-0.986,0.886,9.297,-0.020,0.026,0.019,1791,0,0

1793987,-1.015,0.776,9.380,-0.071,0.025,-0.005,1791,0,0

1794007,-1.013,0.694,9.474,-0.086,0.017,-0.020,1792,0,0

1794027,-1.058,0.819,9.433,-0.039,0.009,-0.014,1791,0,0

1794047,-1.106,0.977,9.340,-0.022,0.009,-0.002,1791,0,0

1794067,-1.109,1.020,9.345,-0.037,0.008,-0.003,1792,0,0

1794087,-1.063,0.982,9.380,-0.066,0.001,-0.011,1791,0,0

1794107,-0.991,1.027,9.388,-0.061,-0.001,-0.012,1792,0,0

1794127,-0.970,1.001,9.416,-0.061,-0.001,-0.005,1791,0,0

1794147,-0.910,1.022,9.452,-0.081,-0.010,0.003,1791,0,0

1794167,-0.910,0.905,9.369,-0.073,-0.022,0.015,1791,0,0

1794187,-0.910,0.850,9.261,-0.052,-0.018,0.016,1791,0,0

1794207,-0.910,0.852,9.199,-0.058,-0.006,0.009,1791,0,0

1794227,-0.907,0.807,9.225,-0.071,0.004,0.001,1791,0,0

1794247,-0.917,0.754,9.266,-0.042,0.018,0.001,1791,0,0

1794267,-0.958,0.831,9.256,-0.030,0.045,-0.008,1791,0,0

1794287,-0.955,0.960,9.347,-0.056,0.052,-0.024,1792,0,0

1794307,-1.008,0.922,9.450,-0.077,0.034,-0.020,1792,0,0

1794327,-1.039,0.970,9.474,-0.035,0.017,-0.008,1792,0,0

1794347,-1.015,0.994,9.402,-0.019,0.010,0.000,1791,0,0

1794367,-0.989,0.982,9.342,-0.061,0.004,-0.019,1791,0,0

1794387,-0.970,0.972,9.383,-0.083,0.004,-0.027,1791,0,0

1794407,-0.948,1.061,9.364,-0.064,0.007,-0.013,1792,0,0

1794427,-0.955,1.137,9.373,-0.063,-0.001,-0.006,1792,0,0

1794447,-0.936,1.053,9.359,-0.102,-0.014,-0.004,1791,0,0

1794467,-0.948,0.950,9.340,-0.076,-0.014,0.005,1792,0,0

1794487,-0.955,0.984,9.249,-0.038,-0.000,0.019,1791,0,0

1794507,-0.986,0.994,9.208,-0.056,0.009,0.028,1791,0,0

1794527,-0.950,0.800,9.237,-0.083,0.029,0.018,1792,0,0

1794547,-0.953,0.630,9.313,-0.063,0.050,0.005,1792,0,0

1794567,-0.910,0.639,9.428,-0.016,0.048,-0.006,1792,0,0

1794587,-0.998,0.742,9.409,-0.016,0.035,-0.018,1792,0,0

1794607,-1.001,0.855,9.416,-0.041,0.037,-0.027,1791,0,0

1794627,-0.974,0.903,9.409,-0.049,0.029,-0.029,1792,0,0

1794647,-0.939,0.943,9.397,-0.027,0.019,-0.029,1792,0,0

1794667,-0.922,1.049,9.347,-0.003,0.019,-0.033,1792,0,0

1794687,-0.958,1.178,9.340,-0.034,0.023,-0.034,1791,0,0

1794707,-0.953,1.231,9.335,-0.080,0.021,-0.018,1791,0,0

1794727,-1.006,1.252,9.340,-0.042,0.023,0.012,1792,0,0

1794747,-1.070,1.240,9.290,0.012,0.040,0.053,1791,0,0

1794767,-1.132,1.269,9.251,0.062,0.046,0.087,1792,0,0

1794787,-1.087,1.243,9.218,0.012,0.044,0.080,1792,0,0

1794807,-0.994,0.919,9.280,-0.100,0.030,0.046,1791,0,0

1794827,-0.994,0.651,9.347,-0.117,0.018,0.012,1792,0,0

1794847,-0.998,0.608,9.328,-0.074,0.029,-0.006,1792,0,0

1794867,-1.010,0.639,9.328,-0.050,0.041,-0.013,1792,0,0

1794887,-1.032,0.721,9.400,-0.017,0.038,-0.028,1792,0,0

1794907,-1.068,0.943,9.359,-0.051,0.026,-0.070,1792,0,0

