2847072,5.298,4.764,6.486,-0.07,0.037,-0.003,1782,0,0
2847092,5.262,4.745,6.507,-0.084,0.034,0.002,1784,0,0
2847112,5.253,4.702,6.558,-0.068,0.018,0.002,1784,0,0
2847132,5.289,4.673,6.524,-0.071,0.015,-0.005,1784,0,0
2847152,5.301,4.697,6.517,-0.083,0.026,-0.003,1785,0,0
2847172,5.279,4.676,6.543,-0.066,0.035,0.008,1784,0,0
2847192,5.265,4.585,6.548,-0.072,0.025,0.004,1785,0,0
2847212,5.308,4.559,6.503,-0.084,0.025,-0.004,1784,0,0
2847232,5.32,4.532,6.498,-0.068,0.033,-0.014,1784,0,0
2847252,5.327,4.621,6.524,-0.059,0.042,-0.015,1783,0,0
2847272,5.246,4.69,6.553,-0.066,0.047,-0.013,1783,0,0
2847292,5.2,4.752,6.61,-0.068,0.031,-0.013,1783,0,0
2847312,5.205,4.781,6.632,-0.089,0.022,-0.007,1784,0,0
2847332,5.207,4.762,6.661,-0.064,0.038,0.003,1786,0,0
2847352,5.183,4.779,6.675,-0.065,0.032,0.004,1783,0,0
2847372,5.195,4.724,6.622,-0.078,0.017,0.01,1783,0,0
2847392,5.26,4.618,6.598,-0.076,0.002,0.008,1783,0,0
2847412,5.296,4.554,6.51,-0.063,0.013,0.005,1783,0,0
2847432,5.282,4.513,6.574,-0.07,0.026,-0.001,1785,0,0
2847452,5.265,4.511,6.608,-0.071,0.027,-0.01,1782,0,0
2847472,5.253,4.587,6.711,-0.073,0.012,-0.018,1783,0,0
2847492,5.274,4.657,6.689,-0.067,0.009,-0.016,1782,0,0
2847512,5.248,4.683,6.668,-0.058,0.017,-0.014,1782,0,0
2847532,5.217,4.707,6.613,-0.056,0.003,-0.015,1783,0,0
2847552,5.241,4.709,6.529,-0.072,-0.009,-0.014,1783,0,0
2847572,5.26,4.743,6.469,-0.068,-0.004,-0.009,1783,0,0
2847592,5.258,4.731,6.519,-0.061,0.02,-0.001,1783,0,0
