1763907,-0.393,-2.100,9.373,-0.033,-0.017,-0.010,1777,0,0

1763927,-0.352,-2.030,9.287,0.000,-0.015,-0.014,1778,0,0

1763947,-0.359,-2.066,9.313,-0.044,-0.022,-0.012,1777,0,0

1763967,-0.381,-2.167,9.352,-0.068,-0.026,-0.014,1778,0,0

1763987,-0.438,-2.263,9.311,-0.057,-0.014,-0.019,1778,0,0

1764007,-0.453,-2.176,9.287,-0.010,0.001,-0.027,1778,0,0

1764027,-0.412,-2.088,9.201,-0.026,-0.014,-0.035,1779,0,0

1764047,-0.373,-2.073,9.143,-0.051,-0.010,-0.019,1777,0,0

1764067,-0.388,-2.085,9.100,-0.065,0.028,0.001,1778,0,0

1764087,-0.424,-2.215,9.179,-0.071,0.058,0.008,1778,0,0

1764107,-0.429,-2.207,9.203,-0.052,0.060,0.014,1777,0,0

1764127,-0.462,-2.157,9.234,-0.077,0.066,0.022,1777,0,0

1764147,-0.510,-2.215,9.254,-0.044,0.064,0.031,1777,0,0

1764167,-0.532,-2.121,9.290,0.010,0.068,0.028,1777,0,0

1764187,-0.512,-1.987,9.364,0.008,0.083,0.021,1777,0,0

1764207,-0.510,-2.052,9.428,0.007,0.066,0.029,1777,0,0

1764227,-0.512,-1.990,9.445,0.092,0.046,0.031,1778,0,0

1764247,-0.493,-1.932,9.462,0.012,0.031,0.015,1777,0,0

1764267,-0.438,-2.160,9.596,-0.042,0.009,0.006,1778,0,0

1764287,-0.441,-2.222,9.562,0.086,-0.007,-0.003,1778,0,0

1764307,-0.493,-1.877,9.383,0.182,-0.008,-0.014,1779,0,0

1764327,-0.515,-1.717,9.299,0.087,-0.004,-0.015,1779,0,0

1764347,-0.512,-1.882,9.402,0.050,-0.015,-0.011,1778,0,0

1764367,-0.539,-1.793,9.380,0.102,-0.018,-0.005,1778,0,0

1764387,-0.539,-1.748,9.227,0.091,0.009,0.013,1777,0,0

1764407,-0.577,-1.781,9.206,0.062,0.047,0.017,1778,0,0

1764427,-0.587,-1.757,9.301,0.004,0.041,0.006,1778,0,0

1764447,-0.589,-1.863,9.359,-0.120,0.000,-0.001,1778,0,0

1764467,-0.553,-2.002,9.330,-0.144,-0.015,0.000,1778,0,0

1764487,-0.539,-1.908,9.311,-0.072,0.012,-0.002,1779,0,0

1764507,-0.551,-1.765,9.268,-0.062,0.039,0.003,1778,0,0

1764527,-0.515,-1.767,9.290,-0.088,0.038,0.001,1777,0,0

1764547,-0.481,-1.827,9.366,-0.069,0.031,0.001,1778,0,0

