2452625,1.721,9.337,-1.101,0.955,2.705,-0.668,2387,0
2452645,1.803,9.764,-0.464,0.918,2.524,-0.642,2383,0
2452665,1.978,9.89,0.601,0.828,2.326,-0.604,2384,0
2452685,2.107,9.713,1.161,0.646,2.079,-0.545,2383,0
2452705,1.841,9.677,0.912,0.394,1.762,-0.522,2382,0
2452725,1.781,9.919,0.366,0.234,1.483,-0.534,2383,0
2452745,2.006,10.269,0.804,0.255,1.281,-0.497,2381,0
2452765,2.014,10.183,1.049,0.299,1.17,-0.431,2382,0
2452785,2.109,9.881,0.642,0.337,0.968,-0.378,2380,0
2452805,2.327,9.991,0.153,0.281,0.695,-0.319,2382,0
2452825,2.227,10.104,-0.17,0.168,0.545,-0.284,2380,0
2452845,2.263,9.946,-0.235,0.133,0.464,-0.231,2382,0
2452865,2.337,9.938,-0.326,0.147,0.396,-0.169,2381,0
2452885,2.428,9.699,-0.587,0.125,0.299,-0.116,2382,0
2452905,2.555,9.414,-0.781,0.09,0.158,-0.069,2381,0
2452925,2.708,9.215,-0.876,0.093,0.093,-0.077,2381,0
2452945,2.801,9.366,-0.828,0.14,0.067,-0.111,2381,0
2452965,2.744,9.56,-0.979,0.145,0.047,-0.106,2382,0
2452985,2.83,9.685,-1.188,0.084,-0.043,-0.071,2381,0
2453005,3.065,9.491,-1.365,0.005,-0.108,-0.046,2381,0
2453025,3.16,9.335,-1.587,-0.005,-0.112,-0.046,2382,0
2453045,3.17,9.361,-1.829,0.012,-0.11,-0.032,2383,0
2453065,3.12,9.371,-1.92,0.015,-0.107,0.0,2383,0
2453085,3.148,9.292,-1.999,0.012,-0.096,0.026,2383,0
2453105,3.187,9.179,-2.03,-0.0,-0.073,0.042,2382,0
2453125,3.129,9.134,-2.002,0.012,-0.055,0.055,2382,0
2453145,3.096,8.983,-1.815,0.037,-0.04,0.065,2383,0
2453165,3.024,8.914,-1.702,0.078,-0.05,0.052,2383,0
2453185,2.938,9.029,-1.671,0.1,-0.057,0.017,2384,0
2453205,2.887,9.151,-1.738,0.091,-0.058,0.0,2383,0
2453225,2.938,9.179,-1.769,0.065,-0.059,0.005,2382,0
2453245,3.084,9.043,-1.743,0.054,-0.044,-0.003,2382,0
2453265,3.179,8.964,-1.681,0.07,-0.054,-0.023,2383,0
2453285,3.163,9.127,-1.674,0.084,-0.068,-0.043,2382,0
2453305,3.172,9.261,-1.762,0.097,-0.073,-0.038,2384,0
2453325,3.23,9.311,-1.856,0.085,-0.08,-0.01,2382,0
2453345,3.278,9.242,-1.896,0.052,-0.069,0.017,2383,0
2453365,3.266,9.124,-1.853,0.043,-0.06,0.031,2383,0
2453385,3.184,9.036,-1.736,0.055,-0.061,0.03,2382,0
2453405,3.163,9.036,-1.702,0.067,-0.079,0.013,2383,0
2453425,3.115,9.05,-1.736,0.052,-0.092,-0.013,2382,0
2453445,3.103,9.0,-1.812,0.038,-0.079,-0.044,2383,0
2453465,3.158,9.029,-1.87,0.028,-0.072,-0.065,2383,0
2453485,3.237,9.072,-1.927,0.019,-0.085,-0.089,2383,0
2453505,3.294,9.108,-1.975,0.019,-0.101,-0.101,2383,0
2453525,3.191,9.189,-1.908,0.062,-0.097,-0.098,2382,0
2453545,3.026,9.373,-1.894,0.121,-0.068,-0.071,2383,0
2453565,2.899,9.548,-1.925,0.121,-0.072,-0.02,2383,0
2453585,2.959,9.409,-1.944,0.059,-0.092,0.035,2382,0
2453605,2.983,9.208,-1.93,0.025,-0.088,0.059,2383,0
2453625,3.01,9.014,-1.877,0.03,-0.059,0.061,2382,0
2453645,2.993,9.055,-1.808,0.066,-0.056,0.038,2383,0
2453665,2.986,9.041,-1.87,0.067,-0.055,0.012,2383,0
2453685,2.981,9.115,-1.879,0.062,-0.07,-0.008,2383,0
2453705,3.01,9.091,-1.966,0.051,-0.063,-0.021,2383,0
2453725,2.981,9.155,-2.016,0.07,-0.05,-0.023,2382,0
2453745,3.053,9.139,-2.102,0.071,-0.043,-0.01,2383,0
2453765,3.077,9.155,-2.138,0.058,-0.03,-0.014,2383,0
2453785,3.122,9.187,-2.105,0.07,-0.037,0.009,2383,0
2453805,3.053,9.268,-1.963,0.101,-0.027,0.014,2383,0
2453825,3.014,9.309,-1.982,0.13,-0.044,0.048,2382,0
2453845,3.091,9.318,-1.973,0.118,-0.044,0.08,2383,0
2453865,3.124,9.127,-2.049,0.088,-0.027,0.09,2384,0
2453885,3.105,9.076,-1.949,0.058,0.004,0.055,2383,0
2453905,3.024,9.127,-1.927,0.034,0.021,0.003,2384,0
2453925,2.962,9.222,-1.915,0.024,0.02,-0.022,2384,0
2453945,2.942,9.21,-1.927,0.035,0.015,-0.014,2383,0
2453965,3.033,9.115,-1.937,0.041,0.008,0.005,2384,0
2453985,3.182,8.971,-1.856,0.025,0.014,0.001,2383,0
2454005,3.22,8.988,-1.848,0.013,0.015,-0.027,2383,0
2454025,3.139,9.096,-1.915,0.018,0.01,-0.031,2383,0
2454045,3.029,9.148,-1.985,0.043,-0.007,-0.0,2382,0
2454065,3.062,9.12,-2.037,0.049,-0.015,0.028,2382,0
2454085,3.16,9.021,-2.002,0.049,-0.004,0.024,2383,0
2454105,3.156,9.062,-1.925,0.057,0.014,-0.004,2384,0
2454125,3.053,9.129,-1.839,0.055,0.014,-0.02,2383,0
2454145,2.995,9.17,-1.774,0.058,-0.008,-0.025,2383,0
2454165,3.029,9.234,-1.841,0.051,-0.024,-0.037,2383,0
2454185,3.074,9.278,-1.906,0.034,-0.033,-0.033,2382,0
2454205,3.096,9.354,-1.961,0.013,-0.019,-0.035,2383,0
2454225,3.148,9.275,-2.04,-0.019,-0.015,-0.013,2383,0
2454245,3.208,9.146,-1.963,-0.022,-0.027,0.007,2383,0
2454265,3.196,9.086,-1.858,0.001,-0.041,0.017,2382,0
2454285,3.12,9.088,-1.812,0.029,-0.064,0.043,2382,0
2454305,3.146,9.115,-1.834,0.047,-0.082,0.062,2382,0
2454325,3.165,9.1,-1.908,0.046,-0.083,0.048,2383,0
2454345,3.17,9.086,-1.98,0.033,-0.074,0.031,2383,0
2454365,3.182,9.131,-1.978,0.019,-0.06,0.006,2383,0
2454385,3.17,9.158,-1.942,0.015,-0.05,-0.01,2383,0
2454405,3.11,9.215,-1.97,0.017,-0.029,-0.015,2383,0
2454425,3.127,9.333,-1.997,0.014,-0.035,-0.003,2383,0
2454445,3.184,9.266,-2.03,-0.007,-0.03,0.009,2383,0
2454465,3.187,9.201,-1.987,0.003,-0.027,0.022,2383,0
2454485,3.184,9.096,-1.994,0.003,-0.01,0.037,2382,0
2454505,3.22,9.002,-1.958,0.006,-0.004,0.052,2383,0
2454525,3.232,8.94,-1.879,0.013,0.01,0.049,2383,0
2454545,3.172,9.031,-1.769,0.05,0.005,0.043,2382,0
2454565,3.086,9.143,-1.779,0.074,-0.002,0.047,2382,0
2454585,3.103,9.057,-1.808,0.054,-0.032,0.051,2383,0
2454605,3.191,8.837,-1.796,0.021,-0.028,0.028,2383,0
2454625,3.127,8.887,-1.887,0.034,-0.009,-0.021,2382,0
2454645,3.043,9.052,-1.973,0.054,0.002,-0.046,2383,0
2454665,3.041,9.12,-2.054,0.068,-0.012,-0.032,2383,0
2454685,3.129,9.06,-2.018,0.067,0.002,-0.029,2382,0
2454705,3.239,9.017,-1.992,0.067,0.013,-0.027,2383,0
2454725,3.256,9.041,-1.935,0.062,0.022,-0.032,2383,0
2454745,3.184,9.038,-1.93,0.066,0.025,-0.023,2383,0
2454765,3.163,9.1,-1.92,0.084,0.023,-0.013,2381,0
2454785,3.168,9.084,-1.841,0.088,0.036,-0.01,2383,0
2454805,3.175,9.091,-1.829,0.072,0.038,-0.015,2383,0
2454825,3.218,9.021,-1.738,0.042,0.041,-0.031,2383,0
2454845,3.182,9.012,-1.678,0.052,0.017,-0.059,2383,0
2454865,3.074,9.134,-1.659,0.079,-0.003,-0.081,2383,0
2454885,3.079,9.268,-1.721,0.101,-0.034,-0.075,2383,0
2454905,3.122,9.333,-1.803,0.088,-0.041,-0.059,2383,0
2454925,3.177,9.242,-1.923,0.064,-0.031,-0.043,2383,0
2454945,3.22,9.103,-1.954,0.029,-0.017,-0.035,2383,0
2454965,3.22,9.005,-1.875,0.017,-0.022,-0.035,2382,0
2454985,3.141,9.043,-1.86,0.031,-0.029,-0.034,2383,0
2455005,3.021,9.251,-1.944,0.079,-0.041,-0.026,2382,0
2455025,2.926,9.38,-2.011,0.11,-0.041,0.006,2382,0
2455045,3.031,9.345,-1.994,0.098,-0.028,0.018,2383,0
2455065,3.141,9.167,-1.968,0.052,-0.018,0.01,2382,0
2455085,3.129,9.024,-1.923,0.022,-0.005,-0.02,2383,0
2455105,3.089,9.05,-1.824,0.043,-0.007,-0.036,2383,0
2455125,3.093,9.129,-1.822,0.069,-0.018,-0.033,2380,0
2455145,3.093,9.27,-1.839,0.073,-0.029,-0.039,2383,0
2455165,3.079,9.318,-1.93,0.046,-0.036,-0.016,2382,0
2455185,3.124,9.292,-2.004,0.031,-0.036,0.003,2383,0
2455205,3.17,9.175,-2.016,0.038,-0.027,0.018,2383,0
2455225,3.213,9.134,-1.985,0.065,-0.02,0.03,2383,0
2455245,3.225,9.12,-1.894,0.069,-0.028,0.04,2383,0
2455265,3.206,9.067,-1.863,0.053,-0.037,0.042,2383,0
2455285,3.168,9.067,-1.872,0.049,-0.043,0.041,2382,0
2455305,3.17,9.088,-1.911,0.057,-0.044,0.028,2381,0
2455325,3.1,9.064,-1.961,0.079,-0.033,0.012,2382,0
2455345,3.11,9.096,-1.997,0.064,-0.037,0.014,2383,0
2455365,3.151,8.981,-1.935,0.025,-0.034,0.003,2382,0
2455385,3.163,8.947,-1.949,0.041,-0.023,-0.019,2382,0
2455405,3.081,9.067,-2.03,0.079,-0.016,-0.028,2383,0
2455425,3.077,9.201,-2.052,0.086,-0.022,-0.006,2382,0
2455445,3.156,9.155,-2.045,0.069,-0.004,-0.007,2383,0
2455465,3.187,9.115,-2.033,0.052,0.03,-0.025,2383,0
2455485,3.148,9.177,-2.016,0.032,0.044,-0.042,2383,0
2455505,3.081,9.275,-1.944,0.028,0.036,-0.04,2383,0
2455525,3.077,9.388,-1.913,0.051,0.031,-0.022,2383,0
2455545,3.081,9.402,-1.899,0.052,0.036,-0.003,2383,0
2455565,3.17,9.299,-1.82,0.016,0.026,0.022,2383,0
2455585,3.194,9.12,-1.743,-0.014,0.02,0.026,2383,0
2455605,3.182,9.033,-1.726,-0.006,0.008,0.021,2383,0
2455625,3.134,9.05,-1.791,0.016,-0.009,0.025,2383,0
2455645,3.127,9.096,-1.865,0.034,-0.028,0.03,2383,0
2455665,3.141,9.074,-1.788,0.039,-0.032,0.035,2383,0
2455685,3.105,9.088,-1.803,0.025,-0.032,0.015,2383,0
2455705,3.132,9.091,-1.848,0.006,-0.05,0.009,2383,0
2455725,3.084,9.074,-1.908,0.027,-0.053,0.002,2383,0
2455745,3.079,9.084,-1.978,0.048,-0.05,0.008,2383,0
2455765,3.148,9.096,-1.956,0.045,-0.052,0.015,2383,0
2455785,3.211,9.019,-1.966,0.031,-0.042,0.006,2383,0
2455805,3.256,9.043,-1.92,0.03,-0.034,-0.001,2383,0
2455825,3.196,9.009,-1.879,0.034,-0.035,-0.011,2383,0
2455845,3.132,9.057,-1.848,0.051,-0.042,-0.022,2383,0
2455865,3.074,9.194,-1.918,0.05,-0.032,-0.024,2383,0
2455885,3.146,9.22,-1.956,0.028,-0.032,-0.008,2383,0
2455905,3.218,9.096,-1.939,0.015,-0.026,-0.009,2384,0
2455925,3.189,9.041,-1.939,0.028,-0.022,-0.015,2384,0
2455945,3.191,9.05,-1.932,0.047,-0.017,-0.022,2383,0
2455965,3.168,9.017,-1.879,0.051,-0.014,-0.019,2383,0
2455985,3.199,9.007,-1.848,0.044,-0.016,-0.029,2383,0
2456005,3.184,9.084,-1.896,0.045,-0.018,-0.029,2383,0
2456025,3.141,9.084,-1.937,0.052,-0.011,-0.023,2383,0
2456045,3.112,9.124,-1.963,0.069,-0.006,-0.03,2383,0
2456065,3.129,9.17,-1.97,0.068,0.002,-0.039,2383,0
2456085,3.136,9.201,-1.915,0.065,0.009,-0.04,2382,0
2456105,3.127,9.246,-1.915,0.076,0.01,-0.035,2382,0
2456125,3.103,9.28,-1.858,0.083,0.01,-0.015,2383,0
2456145,3.165,9.184,-1.834,0.074,0.015,0.008,2383,0
2456165,3.208,9.122,-1.781,0.05,0.009,0.004,2383,0
2456185,3.199,9.055,-1.812,0.045,0.002,-0.004,2384,0
2456205,3.132,9.079,-1.815,0.065,-0.01,-0.003,2381,0
2456225,3.074,9.155,-1.865,0.087,-0.026,-0.002,2383,0
2456245,3.053,9.131,-1.887,0.088,-0.028,-0.006,2383,0
2456265,3.077,9.172,-1.918,0.081,-0.019,-0.01,2382,0
2456285,3.089,9.165,-1.908,0.062,-0.011,-0.016,2383,0
2456305,3.156,9.153,-1.882,0.052,-0.011,-0.015,2383,0
2456325,3.172,9.093,-1.841,0.051,-0.003,-0.014,2383,0
2456345,3.139,9.11,-1.803,0.056,-0.009,-0.011,2382,0
2456365,3.089,9.189,-1.805,0.055,-0.034,-0.008,2383,0
2456385,3.079,9.167,-1.853,0.054,-0.039,-0.002,2383,0
2456405,3.048,9.201,-1.872,0.056,-0.044,0.004,2382,0
2456425,3.134,9.179,-1.903,0.036,-0.05,0.005,2382,0
2456445,3.175,9.105,-1.944,0.03,-0.045,-0.005,2383,0
2456465,3.182,9.115,-1.987,0.047,-0.038,-0.013,2383,0
2456485,3.196,9.184,-2.061,0.058,-0.026,-0.011,2383,0
2456505,3.232,9.194,-2.028,0.055,-0.016,-0.001,2383,0
2456525,3.251,9.199,-1.932,0.044,-0.007,0.009,2383,0
2456545,3.196,9.158,-1.851,0.04,0.003,0.016,2383,0
2456565,3.148,9.242,-1.851,0.056,-0.005,0.026,2383,0
2456585,3.105,9.244,-1.925,0.056,-0.014,0.036,2383,0
2456605,3.141,9.127,-1.894,0.045,-0.017,0.042,2382,0
2456625,3.177,9.06,-1.894,0.038,-0.013,0.028,2383,0
2456645,3.211,9.026,-1.856,0.037,-0.01,0.023,2383,0
2456665,3.191,8.981,-1.81,0.047,-0.019,0.017,2383,0
2456685,3.199,9.043,-1.863,0.057,-0.027,0.012,2382,0
2456705,3.187,9.048,-1.894,0.051,-0.038,0.01,2383,0
2456725,3.165,9.019,-1.911,0.043,-0.041,0.009,2383,0
2456745,3.179,9.036,-1.872,0.05,-0.043,0.001,2383,0
2456765,3.165,9.069,-1.891,0.06,-0.043,-0.002,2383,0
2456785,3.158,9.112,-1.937,0.07,-0.052,0.005,2383,0
2456805,3.194,9.062,-1.973,0.073,-0.051,0.003,2383,0
2456825,3.247,9.055,-2.018,0.07,-0.037,-0.005,2383,0
2456845,3.261,9.045,-2.002,0.05,-0.017,-0.019,2382,0
2456865,3.227,9.074,-1.975,0.037,-0.007,-0.03,2383,0
2456885,3.17,9.146,-1.97,0.044,-0.006,-0.027,2383,0
2456905,3.163,9.251,-1.923,0.062,-0.016,-0.012,2383,0
2456925,3.225,9.237,-1.872,0.059,-0.017,-0.002,2383,0
2456945,3.239,9.172,-1.87,0.039,-0.024,0.004,2383,0
2456965,3.254,9.105,-1.92,0.033,-0.022,-0.002,2384,0
2456985,3.165,9.218,-1.949,0.047,-0.023,-0.003,2382,0
2457005,3.179,9.194,-1.935,0.044,-0.009,0.003,2383,0
2457025,3.211,9.187,-1.891,0.028,-0.009,0.009,2383,0
2457045,3.225,9.055,-1.884,0.007,-0.007,0.007,2383,0
2457065,3.189,9.033,-1.863,0.014,-0.015,0.009,2383,0
2457085,3.175,9.048,-1.872,0.023,-0.029,0.014,2383,0
2457105,3.184,9.045,-1.877,0.036,-0.037,0.004,2383,0
2457125,3.17,9.064,-1.915,0.048,-0.033,0.001,2383,0
2457145,3.189,9.129,-1.915,0.033,-0.029,-0.008,2383,0
2457165,3.235,9.064,-1.92,0.015,-0.028,-0.011,2384,0
2457185,3.256,9.038,-1.879,0.02,-0.03,-0.004,2383,0
2457205,3.237,9.026,-1.915,0.044,-0.023,-0.011,2383,0
2457225,3.184,9.112,-1.93,0.054,-0.027,-0.009,2383,0
2457245,3.203,9.124,-1.92,0.041,-0.032,-0.002,2384,0
2457265,3.215,9.12,-1.901,0.029,-0.035,-0.003,2383,0
2457285,3.211,9.091,-1.946,0.033,-0.037,-0.001,2383,0
2457305,3.225,9.062,-1.944,0.046,-0.038,-0.004,2383,0
2457325,3.218,9.074,-1.958,0.053,-0.035,-0.003,2383,0
2457345,3.225,9.141,-1.987,0.046,-0.029,-0.004,2383,0
2457365,3.249,9.131,-2.014,0.029,-0.02,0.0,2384,0
2457385,3.227,9.1,-1.992,0.023,-0.007,-0.003,2383,0
2457405,3.17,9.1,-1.99,0.035,-0.001,0.0,2384,0
2457425,3.144,9.112,-1.925,0.049,0.004,0.005,2383,0
2457445,3.187,9.043,-1.865,0.052,0.004,0.007,2383,0
2457465,3.247,9.012,-1.786,0.037,-0.005,-0.003,2383,0
2457485,3.247,9.031,-1.793,0.038,-0.014,-0.028,2383,0
2457505,3.235,9.1,-1.844,0.051,-0.024,-0.021,2383,0
2457525,3.22,9.141,-1.815,0.059,-0.015,-0.022,2383,0
2457545,3.218,9.122,-1.836,0.044,-0.014,-0.015,2384,0
2457565,3.242,9.091,-1.803,0.019,-0.018,-0.014,2384,0
2457585,3.168,9.098,-1.824,0.019,-0.023,-0.014,2382,0
2457605,3.144,9.172,-1.906,0.045,-0.029,-0.005,2384,0
2457625,3.115,9.213,-1.913,0.062,-0.036,0.007,2383,0
2457645,3.17,9.098,-1.944,0.047,-0.037,0.014,2382,0
2457665,3.239,9.017,-1.867,0.032,-0.026,0.003,2383,0
2457685,3.232,8.978,-1.853,0.037,-0.017,-0.016,2383,0
2457705,3.156,9.069,-1.817,0.046,-0.019,-0.018,2383,0
2457725,3.144,9.127,-1.812,0.038,-0.033,-0.014,2384,0
2457745,3.165,9.12,-1.822,0.032,-0.043,-0.008,2383,0
2457765,3.156,9.115,-1.853,0.04,-0.046,-0.007,2383,0
2457785,3.153,9.134,-1.87,0.052,-0.056,0.002,2383,0
2457805,3.17,9.088,-1.879,0.059,-0.058,0.005,2383,0
2457825,3.206,9.048,-1.865,0.061,-0.052,-0.005,2384,0
2457845,3.175,9.069,-1.867,0.051,-0.049,-0.017,2383,0
2457865,3.134,9.155,-1.86,0.044,-0.048,-0.022,2384,0
2457885,3.115,9.208,-1.872,0.044,-0.052,-0.004,2382,0
2457905,3.148,9.175,-1.884,0.045,-0.054,0.004,2383,0
2457925,3.177,9.131,-1.829,0.048,-0.061,0.006,2383,0
2457945,3.203,9.088,-1.848,0.048,-0.061,0.009,2383,0
2457965,3.218,9.158,-1.856,0.046,-0.066,0.009,2383,0
2457985,3.235,9.151,-1.896,0.041,-0.064,0.006,2383,0
2458005,3.239,9.227,-1.958,0.044,-0.068,0.007,2383,0
2458025,3.261,9.182,-1.954,0.033,-0.059,0.008,2383,0
2458045,3.235,9.172,-1.935,0.031,-0.05,0.017,2384,0
2458065,3.22,9.146,-1.899,0.019,-0.035,0.021,2384,0
2458085,3.239,9.117,-1.882,0.016,-0.033,0.027,2384,0
2458105,3.22,9.081,-1.882,0.006,-0.046,0.029,2383,0
2458125,3.201,8.997,-1.882,0.012,-0.05,0.019,2383,0
2458145,3.199,9.002,-1.913,0.044,-0.052,0.016,2383,0
2458165,3.201,9.012,-1.918,0.052,-0.049,0.012,2383,0
2458185,3.196,9.048,-1.92,0.044,-0.05,-0.001,2383,0
2458205,3.239,9.043,-1.887,0.031,-0.046,-0.002,2383,0
2458225,3.259,8.971,-1.872,0.039,-0.043,-0.003,2383,0
2458245,3.278,8.921,-1.896,0.053,-0.038,-0.015,2383,0
2458265,3.27,8.961,-1.906,0.056,-0.046,-0.03,2384,0
2458285,3.239,9.045,-1.915,0.049,-0.049,-0.044,2383,0
2458305,3.189,9.112,-1.958,0.062,-0.04,-0.044,2385,0
2458325,3.148,9.234,-1.973,0.075,-0.035,-0.031,2383,0
2458345,3.175,9.266,-1.97,0.064,-0.037,-0.006,2383,0
2458365,3.256,9.199,-1.915,0.045,-0.05,0.001,2382,0
2458385,3.27,9.072,-1.889,0.041,-0.041,-0.008,2383,0
2458405,3.218,9.064,-1.889,0.048,-0.035,-0.011,2382,0
2458425,3.182,9.096,-1.927,0.048,-0.034,-0.014,2383,0
2458445,3.189,9.136,-1.939,0.044,-0.032,-0.012,2383,0
2458465,3.189,9.155,-1.923,0.048,-0.03,-0.01,2383,0
2458485,3.285,9.045,-1.927,0.044,-0.03,-0.009,2383,0
2458505,3.232,9.031,-1.906,0.053,-0.036,-0.018,2382,0
2458525,3.158,9.167,-1.982,0.051,-0.035,-0.025,2383,0
2458545,3.144,9.328,-2.037,0.053,-0.026,-0.009,2383,0
2458565,3.148,9.258,-2.033,0.045,-0.001,0.006,2384,0
2458585,3.247,9.108,-1.903,0.032,0.002,0.024,2384,0
2458605,3.321,8.923,-1.786,0.019,-0.005,0.015,2383,0
2458625,3.242,8.94,-1.765,0.035,-0.023,-0.007,2384,0
2458645,3.11,9.187,-1.788,0.066,-0.032,-0.015,2383,0
2458665,3.084,9.313,-1.865,0.061,-0.041,0.004,2383,0
2458685,3.177,9.203,-1.937,0.033,-0.041,0.018,2382,0
2458705,3.285,9.007,-1.951,0.011,-0.03,0.013,2384,0
2458725,3.328,8.827,-1.865,0.02,-0.022,-0.003,2383,0
2458745,3.225,8.847,-1.872,0.042,-0.026,-0.023,2382,0
2458765,3.117,9.017,-1.93,0.054,-0.042,-0.034,2383,0
2458785,3.139,9.148,-1.997,0.046,-0.044,-0.028,2383,0
2458805,3.182,9.131,-2.059,0.047,-0.025,-0.029,2383,0
2458825,3.211,9.06,-2.121,0.052,-0.01,-0.03,2383,0
2458845,3.263,8.964,-2.066,0.057,-0.001,-0.03,2382,0
2458865,3.266,8.882,-2.004,0.062,0.011,-0.045,2383,0
2458885,3.242,8.902,-1.918,0.069,0.025,-0.07,2383,0
2458905,3.184,8.882,-1.642,0.094,0.027,-0.093,2384,0
2458925,3.045,9.309,-1.334,0.191,0.001,-0.106,2384,0
2458945,2.981,9.886,-0.862,0.25,-0.074,-0.091,2384,0
2458965,2.938,10.283,-0.045,0.264,-0.173,-0.052,2383,0
2458985,2.806,10.815,0.836,0.25,-0.347,0.026,2384,0
2459005,2.523,10.999,1.966,0.198,-0.578,0.12,2382,0
2459025,1.946,11.107,2.626,0.155,-0.918,0.319,2380,0
2459045,1.549,11.214,2.813,0.063,-1.34,0.561,2380,0
2459065,1.355,11.032,2.679,-0.173,-1.777,0.749,2379,0
2459085,1.24,10.695,2.265,-0.452,-2.17,0.836,2378,0
2459105,0.986,10.599,1.796,-0.664,-2.518,0.884,2376,0
2459125,0.611,10.618,1.092,-0.855,-2.836,0.947,2379,0
2459145,0.211,10.477,0.055,-1.064,-3.117,1.012,2379,0
2459165,0.019,10.247,-0.785,-1.191,-3.348,1.049,2379,0
2459185,-0.089,10.056,-1.405,-1.335,-3.495,1.076,2378,0
2459205,-0.139,9.807,-1.937,-1.416,-3.582,1.072,2379,0
2459225,-0.208,9.591,-2.483,-1.472,-3.62,1.015,2381,0
2459245,-0.237,9.512,-3.021,-1.514,-3.638,0.944,2381,0
2459265,-0.081,9.428,-3.326,-1.494,-3.649,0.879,2382,0
2459285,0.022,9.254,-3.747,-1.471,-3.625,0.823,2381,0
2459305,0.146,9.117,-4.204,-1.442,-3.568,0.776,2383,0
2459325,0.441,8.99,-4.623,-1.385,-3.484,0.727,2384,0
2459345,0.874,8.827,-4.937,-1.35,-3.357,0.671,2384,0
2459365,1.085,8.701,-5.509,-1.273,-3.172,0.584,2384,0
2459385,1.432,8.681,-6.127,-1.152,-2.935,0.489,2386,0
2459405,1.8,8.772,-6.984,-1.038,-2.615,0.416,2388,0
2459425,2.234,8.736,-7.594,-0.926,-2.224,0.385,2392,0
2459445,2.66,8.535,-7.712,-0.887,-1.752,0.323,2396,0
2459465,3.148,8.351,-7.422,-0.688,-1.319,0.217,2397,0
2459485,3.467,8.298,-6.687,-0.506,-0.909,0.076,2397,0
2459505,3.431,8.205,-5.744,-0.321,-0.59,-0.044,2396,0
2459525,3.297,8.375,-5.373,-0.15,-0.413,-0.115,2395,0
2459545,3.438,8.533,-5.006,-0.043,-0.302,-0.104,2395,0
2459565,3.697,8.598,-4.487,0.058,-0.221,-0.058,2396,0
2459585,3.895,8.576,-3.912,0.153,-0.09,-0.064,2395,0
2459605,3.857,8.684,-3.527,0.229,0.041,-0.095,2394,0
2459625,3.663,8.916,-3.28,0.264,0.115,-0.083,2393,0
2459645,3.484,9.074,-2.988,0.233,0.148,-0.054,2393,0
2459665,3.366,9.021,-2.626,0.173,0.161,-0.042,2392,0
2459685,3.306,8.871,-2.389,0.135,0.176,-0.045,2391,0
2459705,3.22,8.93,-2.322,0.143,0.182,-0.065,2389,0
2459725,3.136,8.945,-2.313,0.14,0.177,-0.066,2389,0
2459745,3.179,8.971,-2.296,0.138,0.137,-0.054,2389,0
2459765,3.28,8.945,-2.162,0.143,0.113,-0.052,2390,0
2459785,3.345,8.964,-2.105,0.149,0.12,-0.058,2389,0
2459805,3.27,9.052,-2.133,0.131,0.131,-0.068,2388,0
2459825,3.156,9.129,-2.219,0.102,0.133,-0.072,2389,0
2459845,3.117,9.117,-2.16,0.092,0.113,-0.058,2389,0
2459865,3.098,9.127,-2.097,0.11,0.098,-0.048,2387,0
2459885,3.091,9.167,-2.078,0.136,0.086,-0.047,2390,0
2459905,3.072,9.218,-2.143,0.127,0.08,-0.041,2387,0
2459925,3.117,9.175,-2.193,0.096,0.079,-0.031,2389,0
2459945,3.132,9.091,-2.133,0.065,0.083,-0.036,2389,0
2459965,3.139,9.062,-2.066,0.068,0.087,-0.048,2389,0
2459985,3.067,9.194,-2.025,0.089,0.063,-0.029,2387,0
2460005,3.089,9.155,-2.033,0.072,0.039,-0.01,2387,0
2460025,3.134,9.074,-2.133,0.039,0.015,-0.019,2388,0
2460045,3.172,9.088,-2.198,0.027,0.023,-0.044,2389,0
2460065,3.184,9.124,-2.229,0.04,0.023,-0.03,2387,0
2460085,3.194,9.093,-2.162,0.042,0.014,-0.004,2385,0
2460105,3.196,8.964,-2.239,0.035,0.007,0.005,2387,0
2460125,3.213,8.933,-2.207,0.039,0.001,-0.006,2386,0
2460145,3.191,8.964,-2.246,0.049,-0.002,-0.015,2386,0
2460165,3.139,9.048,-2.231,0.064,-0.017,-0.018,2386,0
2460185,3.11,9.064,-2.296,0.056,-0.021,-0.014,2387,0
2460205,3.136,9.041,-2.404,0.045,-0.023,-0.01,2387,0
2460225,3.151,8.952,-2.435,0.031,-0.001,-0.016,2387,0
2460245,3.12,8.942,-2.356,0.057,0.013,-0.023,2387,0
2460265,3.122,8.978,-2.205,0.074,0.015,-0.018,2387,0
2460285,3.139,9.007,-2.133,0.068,-0.007,-0.019,2387,0
2460305,3.144,9.0,-2.195,0.051,-0.026,-0.022,2389,0
2460325,3.115,9.067,-2.301,0.051,-0.021,-0.026,2386,0
2460345,3.144,9.127,-2.38,0.058,-0.017,-0.014,2387,0
2460365,3.177,9.1,-2.234,0.056,-0.019,-0.009,2387,0
2460385,3.199,9.062,-2.145,0.051,-0.031,-0.012,2386,0
