1008831,1.429,4.123,8.866,0.031,-0.036,-0.003,2559,0
1008851,1.475,4.096,8.844,0.009,-0.019,0.007,2559,0
1008871,1.437,4.032,8.88,0.007,-0.008,0.01,2558,0
1008891,1.42,4.025,8.954,0.018,-0.032,0.011,2558,0
1008911,1.448,4.096,8.873,0.028,-0.057,0.02,2558,0
1008931,1.487,4.096,8.818,0.019,-0.046,0.03,2557,0
1008951,1.448,4.077,8.875,-0.015,-0.035,0.04,2557,0
1008971,1.408,3.998,8.933,-0.038,-0.04,0.049,2558,0
1008991,1.405,3.96,8.933,-0.031,-0.05,0.052,2558,0
1009011,1.453,3.895,8.93,0.014,-0.058,0.045,2558,0
1009031,1.441,3.893,8.866,0.044,-0.054,0.032,2558,0
1009051,1.451,3.891,8.868,0.025,-0.054,0.029,2559,0
1009071,1.501,3.802,8.849,-0.011,-0.052,0.031,2558,0
1009091,1.494,3.723,8.859,-0.022,-0.056,0.031,2558,0
1009111,1.482,3.718,8.818,0.008,-0.067,0.019,2557,0
1009131,1.472,3.759,8.789,0.051,-0.055,0.003,2558,0
1009151,1.456,3.8,8.756,0.065,-0.04,-0.002,2558,0
1009171,1.446,3.802,8.72,0.058,-0.057,-0.003,2559,0
1009191,1.453,3.828,8.66,0.063,-0.057,-0.011,2558,0
1009211,1.444,3.891,8.626,0.079,-0.038,-0.025,2559,0
1009231,1.417,3.953,8.667,0.08,-0.019,-0.026,2558,0
1009251,1.393,3.938,8.782,0.083,0.004,-0.017,2559,0
1009271,1.389,3.91,8.789,0.086,-0.005,-0.011,2558,0
1009291,1.429,3.907,8.784,0.072,-0.024,-0.014,2558,0
1009311,1.482,3.831,8.784,0.051,-0.015,-0.015,2557,0
1009331,1.482,3.833,8.854,0.056,-0.004,-0.021,2558,0
1009351,1.444,3.893,8.94,0.067,-0.002,-0.027,2558,0
1009371,1.446,3.938,8.95,0.071,-0.013,-0.025,2558,0
1009391,1.504,3.903,8.882,0.082,-0.021,-0.033,2558,0
1009411,1.518,3.922,8.923,0.093,-0.008,-0.044,2558,0
1009431,1.487,3.979,8.988,0.086,-0.0,-0.035,2558,0
1009451,1.46,3.958,8.978,0.053,-0.017,-0.017,2558,0
1009471,1.511,3.905,8.926,0.042,-0.041,-0.023,2558,0
1009491,1.513,3.931,8.844,0.063,-0.04,-0.038,2558,0
1009511,1.437,4.032,8.866,0.068,-0.017,-0.029,2558,0
1009531,1.398,4.051,8.885,0.055,-0.022,-0.014,2558,0
1009551,1.46,3.979,8.873,0.038,-0.041,-0.017,2558,0
1009571,1.465,3.958,8.796,0.046,-0.047,-0.029,2558,0
1009591,1.451,4.017,8.818,0.067,-0.025,-0.034,2559,0
1009611,1.432,4.08,8.815,0.08,-0.011,-0.022,2558,0
1009631,1.446,4.08,8.854,0.071,-0.013,-0.014,2558,0
1009651,1.465,4.049,8.914,0.055,-0.025,-0.019,2559,0
1009671,1.437,4.013,8.875,0.049,-0.035,-0.019,2558,0
1009691,1.448,4.017,8.839,0.053,-0.042,-0.015,2558,0
1009711,1.429,3.996,8.827,0.065,-0.029,-0.021,2558,0
1009731,1.343,4.037,8.825,0.06,-0.044,-0.029,2558,0
1009751,1.343,4.063,8.825,0.054,-0.072,-0.018,2558,0
1009771,1.374,3.984,8.744,0.055,-0.066,-0.015,2557,0
1009791,1.408,4.005,8.77,0.064,-0.05,-0.02,2558,0
1009811,1.401,4.022,8.77,0.064,-0.026,-0.02,2559,0
1009831,1.365,4.044,8.806,0.036,-0.013,-0.009,2558,0
1009851,1.367,4.034,8.906,0.007,-0.026,-0.0,2558,0
1009871,1.453,3.967,8.938,0.003,-0.036,-0.003,2558,0
1009891,1.458,3.895,8.897,0.029,-0.034,-0.013,2558,0
1009911,1.403,4.01,8.904,0.056,-0.028,-0.02,2557,0
1009931,1.326,4.137,8.921,0.052,-0.029,-0.016,2558,0
1009951,1.36,4.164,8.94,0.028,-0.042,-0.007,2558,0
1009971,1.401,4.111,8.93,0.007,-0.054,-0.005,2558,0
1009991,1.437,4.082,8.959,0.016,-0.051,-0.007,2558,0
1010011,1.396,4.041,9.009,0.045,-0.047,-0.007,2558,0
1010031,1.386,4.044,8.954,0.068,-0.056,-0.002,2558,0
1010051,1.401,4.041,8.882,0.067,-0.079,0.004,2557,0
1010071,1.46,4.001,8.856,0.035,-0.08,0.003,2557,0
1010091,1.441,3.955,8.851,0.009,-0.053,-0.001,2558,0
1010111,1.427,3.97,8.959,0.008,-0.057,-0.001,2557,0
1010131,1.42,3.926,8.911,0.024,-0.06,-0.001,2557,0
1010151,1.439,3.924,8.837,0.025,-0.066,-0.005,2557,0
1010171,1.47,3.919,8.741,0.011,-0.063,-0.011,2558,0
1010191,1.489,3.893,8.648,0.007,-0.053,-0.019,2558,0
1010211,1.513,3.876,8.691,-0.003,-0.048,-0.024,2558,0
1010231,1.513,3.881,8.808,0.009,-0.022,-0.019,2558,0
1010251,1.475,3.934,8.839,0.031,-0.037,-0.029,2556,0
1010271,1.482,4.068,8.792,0.037,-0.058,-0.033,2558,0
1010291,1.446,4.14,8.777,0.017,-0.055,-0.018,2556,0
1010311,1.396,4.041,8.837,0.007,-0.065,-0.012,2558,0
1010331,1.417,4.008,8.887,0.043,-0.074,-0.013,2557,0
1010351,1.437,4.037,8.775,0.075,-0.076,-0.018,2558,0
1010371,1.41,4.044,8.662,0.09,-0.076,-0.021,2557,0
1010391,1.439,4.068,8.586,0.098,-0.064,-0.014,2557,0
1010411,1.446,4.075,8.643,0.086,-0.038,0.0,2558,0
1010431,1.451,3.996,8.724,0.047,-0.03,0.01,2557,0
1010451,1.484,3.891,8.765,0.027,-0.032,0.014,2558,0
1010471,1.511,3.886,8.734,0.05,-0.028,0.012,2558,0
1010491,1.508,3.95,8.703,0.048,-0.006,0.013,2556,0
1010511,1.506,3.982,8.739,0.033,0.015,0.02,2557,0
1010531,1.523,3.946,8.801,0.014,0.003,0.015,2557,0
1010551,1.537,3.922,8.782,0.005,-0.004,0.014,2557,0
1010571,1.535,3.938,8.825,0.018,0.004,0.008,2557,0
1010591,1.496,3.965,8.847,0.031,0.003,0.003,2557,0
1010611,1.518,3.96,8.887,0.039,0.01,0.008,2557,0
1010631,1.53,3.972,8.882,0.037,-0.012,0.005,2557,0
1010651,1.561,3.965,8.906,0.029,-0.041,0.002,2558,0
1010671,1.547,3.903,8.885,0.037,-0.042,-0.004,2556,0
1010691,1.542,3.915,8.902,0.058,-0.029,-0.008,2556,0
1010711,1.506,3.924,8.854,0.075,-0.036,-0.015,2558,0
1010731,1.559,3.991,8.772,0.086,-0.055,-0.022,2557,0
1010751,1.542,4.034,8.712,0.061,-0.041,-0.023,2557,0
1010771,1.501,4.041,8.77,0.047,-0.026,-0.02,2556,0
1010791,1.494,4.075,8.837,0.074,-0.014,-0.013,2557,0
1010811,1.465,4.118,8.832,0.091,-0.018,-0.006,2556,0
1010831,1.465,4.156,8.801,0.079,-0.033,0.003,2555,0
1010851,1.437,4.082,8.76,0.066,-0.037,0.003,2558,0
1010871,1.441,4.046,8.844,0.066,-0.028,0.001,2557,0
1010891,1.403,4.039,8.947,0.08,-0.03,0.007,2558,0
1010911,1.403,3.979,8.88,0.088,-0.059,0.004,2556,0
1010931,1.441,4.001,8.806,0.09,-0.064,-0.002,2557,0
1010951,1.472,4.029,8.72,0.079,-0.035,-0.002,2557,0
1010971,1.446,4.041,8.741,0.063,-0.002,0.006,2556,0
1010991,1.432,4.027,8.854,0.042,-0.005,0.005,2557,0
1011011,1.46,3.972,8.914,0.031,-0.015,0.003,2556,0
1011031,1.472,3.953,8.871,0.044,-0.015,0.003,2556,0
1011051,1.472,4.005,8.873,0.05,-0.011,-0.001,2557,0
1011071,1.451,4.025,8.887,0.049,-0.01,-0.007,2557,0
1011091,1.482,4.046,8.837,0.049,-0.036,-0.012,2556,0
1011111,1.489,4.068,8.803,0.047,-0.042,-0.014,2556,0
1011131,1.472,4.118,8.71,0.043,-0.017,-0.012,2557,0
1011151,1.475,4.12,8.76,0.043,-0.008,-0.003,2555,0
1011171,1.439,4.152,8.88,0.048,-0.013,0.001,2555,0
1011191,1.389,4.168,8.887,0.039,-0.016,-0.003,2556,0
1011211,1.413,4.125,8.751,0.038,-0.054,-0.003,2556,0
1011231,1.499,4.108,8.61,0.048,-0.058,0.002,2556,0
1011251,1.494,4.101,8.617,0.05,-0.014,-0.0,2557,0
1011271,1.448,4.125,8.736,0.057,0.002,0.007,2556,0
1011291,1.417,4.106,8.803,0.059,-0.01,0.009,2556,0
1011311,1.47,4.123,8.808,0.051,-0.02,0.005,2556,0
1011331,1.489,4.08,8.835,0.036,-0.025,0.005,2555,0
1011351,1.46,4.034,8.851,0.061,-0.019,0.002,2557,0
1011371,1.444,4.082,8.866,0.1,-0.015,-0.002,2556,0
1011391,1.453,4.192,8.83,0.088,-0.021,0.009,2556,0
1011411,1.463,4.161,8.818,0.039,-0.029,0.03,2556,0
1011431,1.465,4.053,8.82,0.01,-0.028,0.038,2557,0
1011451,1.472,3.97,8.768,0.007,-0.018,0.03,2556,0
1011471,1.456,3.934,8.801,0.027,-0.014,0.017,2555,0
1011491,1.422,3.974,8.851,0.048,-0.014,-0.002,2556,0
1011511,1.362,4.061,8.942,0.051,-0.022,-0.005,2555,0
1011531,1.338,4.128,8.88,0.055,-0.039,0.0,2556,0
1011551,1.358,4.14,8.808,0.046,-0.039,0.014,2557,0
1011571,1.389,4.092,8.782,0.038,-0.028,0.029,2557,0
1011591,1.396,3.984,8.712,0.044,-0.011,0.024,2556,0
1011611,1.396,4.015,8.782,0.043,-0.01,0.019,2557,0
1011631,1.401,4.053,8.792,0.031,-0.018,0.015,2557,0
1011651,1.393,4.065,8.789,0.033,-0.014,0.013,2556,0
1011671,1.381,4.108,8.813,0.048,-0.002,0.018,2556,0
1011691,1.336,4.077,8.799,0.047,-0.007,0.018,2557,0
1011711,1.374,4.053,8.806,0.044,-0.031,0.011,2556,0
1011731,1.401,4.041,8.772,0.037,-0.032,0.001,2556,0
1011751,1.377,4.068,8.777,0.034,-0.022,0.0,2556,0
1011771,1.367,4.106,8.815,0.051,-0.015,0.009,2557,0
1011791,1.331,4.159,8.772,0.077,-0.011,0.007,2556,0
1011811,1.288,4.175,8.818,0.068,-0.019,0.015,2555,0
1011831,1.326,4.106,8.83,0.044,-0.042,0.024,2556,0
1011851,1.358,3.977,8.823,0.041,-0.042,0.015,2555,0
1011871,1.365,3.895,8.768,0.065,-0.03,-0.003,2554,0
1011891,1.369,3.953,8.765,0.081,-0.01,-0.013,2556,0
1011911,1.377,3.994,8.803,0.058,-0.006,-0.012,2556,0
1011931,1.413,3.986,8.882,0.031,-0.008,-0.006,2553,0
1011951,1.437,3.919,8.906,0.02,-0.01,-0.003,2556,0
1011971,1.432,3.907,8.935,0.011,-0.018,-0.014,2555,0
1011991,1.425,3.869,8.954,0.023,-0.032,-0.027,2555,0
1012011,1.441,3.948,8.894,0.048,-0.04,-0.034,2554,0
1012031,1.415,4.044,8.88,0.044,-0.044,-0.035,2555,0
1012051,1.391,4.07,8.808,0.016,-0.058,-0.033,2556,0
1012071,1.403,4.037,8.782,0.021,-0.056,-0.035,2555,0
1012091,1.401,4.147,8.734,0.058,-0.037,-0.04,2554,0
1012111,1.358,4.264,8.751,0.043,-0.038,-0.033,2554,0
1012131,1.372,4.156,8.787,0.01,-0.045,-0.013,2554,0
1012151,1.408,4.041,8.748,0.032,-0.042,-0.012,2552,0
1012171,1.425,4.056,8.717,0.071,-0.034,-0.026,2555,0
1012191,1.362,4.156,8.701,0.066,-0.035,-0.032,2555,0
1012211,1.331,4.14,8.715,0.018,-0.048,-0.018,2555,0
1012231,1.367,4.037,8.763,0.017,-0.058,-0.018,2555,0
1012251,1.384,4.056,8.708,0.074,-0.051,-0.033,2554,0
1012271,1.317,4.19,8.712,0.094,-0.034,-0.032,2555,0
1012291,1.324,4.197,8.756,0.069,-0.034,-0.018,2555,0
1012311,1.355,4.106,8.784,0.062,-0.049,-0.02,2555,0
1012331,1.369,4.101,8.739,0.073,-0.046,-0.021,2554,0
1012351,1.362,4.128,8.746,0.067,-0.026,-0.018,2555,0
1012371,1.338,4.113,8.88,0.048,-0.016,-0.012,2556,0
1012391,1.322,4.087,8.909,0.056,-0.026,-0.013,2554,0
1012411,1.331,4.144,8.906,0.071,-0.029,-0.021,2555,0
1012431,1.322,4.199,8.921,0.055,-0.031,-0.018,2552,0
1012451,1.331,4.202,8.947,0.035,-0.028,0.001,2554,0
1012471,1.367,4.046,9.014,0.038,-0.041,0.007,2554,0
1012491,1.391,3.994,9.062,0.05,-0.053,-0.009,2554,0
1012511,1.367,4.029,9.041,0.057,-0.052,-0.019,2555,0
1012531,1.358,4.044,9.081,0.047,-0.071,-0.025,2555,0
1012551,1.374,4.039,9.057,0.045,-0.09,-0.028,2554,0
1012571,1.348,4.008,8.981,0.046,-0.098,-0.037,2555,0
